"Entry","Entry name","Status","Gene names","product","Length","Keywords","Protein families","Cross-reference (KEGG)",,,,,,,,,,
"L7N656","L7N656_MYCTU","unreviewed","PE20 Rv1806","PE family protein PE20",99,"Complete proteome;Reference proteome",,"mtu:Rv1806;mtv:RVBD_1806;",,,,,,,,,,
"O06363","O06363_MYCTU","unreviewed","Rv3644c","Possible DNA polymerase",401,"Coiled coil;Complete proteome;Reference proteome",,"mtu:Rv3644c;mtv:RVBD_3644c;",,,,,,,,,,
"O06380","O06380_MYCTU","unreviewed","Rv3627c","Conserved protein",461,"Complete proteome;Reference proteome;Signal",,"mtu:Rv3627c;mtv:RVBD_3627c;",,,,,,,,,,
"O53400","O53400_MYCTU","unreviewed","Rv1052","Uncharacterized protein",129,"Complete proteome;Reference proteome",,"mtu:Rv1052;mtv:RVBD_1052;",,,,,,,,,,
"P95150","P95150_MYCTU","unreviewed","Rv1865c","Probable short-chain type dehydrogenase",286,"Complete proteome;Reference proteome","Short-chain dehydrogenases/reductases (SDR) family","mtu:Rv1865c;mtv:RVBD_1865c;",,,,,,,,,,
"I6Y1U3","I6Y1U3_MYCTU","unreviewed","ugpE Rv2834c","Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpE",275,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","Binding-protein-dependent transport system permease family","mtu:Rv2834c;mtv:RVBD_2834c;",,,,,,,,,,
"P96873","P96873_MYCTU","unreviewed","Rv3268","Uncharacterized protein",229,"Complete proteome;Reference proteome",,"mtu:Rv3268;mtv:RVBD_3268;",,,,,,,,,,
"O69700","O69700_MYCTU","unreviewed","Rv3733c","Uncharacterized protein",166,"Complete proteome;Reference proteome",,"mtu:Rv3733c;mtv:RVBD_3733c;",,,,,,,,,,
"O06813","O06813_MYCTU","unreviewed","opcA Rv1446c","Putative OXPP cycle protein OpcA",303,"Complete proteome;Reference proteome",,"mtu:Rv1446c;mtv:RVBD_1446c;",,,,,,,,,,
"P71959","P71959_MYCTU","unreviewed","Rv2662","Uncharacterized protein",90,"Complete proteome;Reference proteome",,"mtu:Rv2662;mtv:RVBD_2662;",,,,,,,,,,
"I6Y204","I6Y204_MYCTU","unreviewed","dacB2 Rv2911","Probable penicillin-binding protein DacB2 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (Serine-type D-ala-D-ala carboxypeptidase) (D-amino acid...",291,"3D-structure;Carboxypeptidase;Complete proteome;Hydrolase;Protease;Reference proteome;Signal","Peptidase S11 family","mtu:Rv2911;mtv:RVBD_2911;",,,,,,,,,,
"P71914","P71914_MYCTU","unreviewed","Rv2435c","Probable cyclase (Adenylyl-or guanylyl-)(Adenylate-or guanylate-)",730,"Coiled coil;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2435c;mtv:RVBD_2435c;",,,,,,,,,,
"O69686","O69686_MYCTU","unreviewed","Rv3719","Conserved protein",470,"Complete proteome;Oxidoreductase;Reference proteome",,"mtu:Rv3719;mtv:RVBD_3719;",,,,,,,,,,
"O06803","O06803_MYCTU","unreviewed","Rv1770","Conserved protein",428,"Complete proteome;Reference proteome",,"mtu:Rv1770;mtv:RVBD_1770;",,,,,,,,,,
"O06149","O06149_MYCTU","unreviewed","Rv1632c","Uncharacterized protein",147,"Complete proteome;Reference proteome",,"mtu:Rv1632c;mtv:RVBD_1632c;",,,,,,,,,,
"Q6MWX9","Q6MWX9_MYCTU","unreviewed","PPE55 Rv3347c","PPE family protein PPE55",3157,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv3347c;mtv:RVBD_3347c;",,,,,,,,,,
"Q79FP1","Q79FP1_MYCTU","unreviewed","PE_PGRS28 Rv1452c","PE-PGRS family protein PE_PGRS28",741,"Complete proteome;Reference proteome",,"mtu:Rv1452c;mtv:RVBD_1452c;",,,,,,,,,,
"I6YCQ4","I6YCQ4_MYCTU","unreviewed","ephE Rv3670","Possible epoxide hydrolase EphE (Epoxide hydratase) (Arene-oxide hydratase)",327,"Complete proteome;Hydrolase;Reference proteome",,"mtu:Rv3670;mtv:RVBD_3670;",,,,,,,,,,
"O06237","O06237_MYCTU","unreviewed","lppL Rv2138","Probable conserved lipoprotein LppL",358,"Complete proteome;Lipoprotein;Reference proteome;Signal",,"mtu:Rv2138;mtv:RVBD_2138;",,,,,,,,,,
"O05895","O05895_MYCTU","unreviewed","alkB Rv3252c","Probable transmembrane alkane 1-monooxygenase AlkB (Alkane 1-hydroxylase) (Lauric acid omega-hydroxylase) (Omega-hydroxylase) (Fatty acid omega-hydroxylase) (Alkane hydroxylase-rubredoxin)",416,"Complete proteome;Membrane;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3252c;mtv:RVBD_3252c;",,,,,,,,,,
"P96274","P96274_MYCTU","unreviewed","Rv0428c","GCN5-related N-acetyltransferase",302,"Complete proteome;Reference proteome;Transferase",,"mtu:Rv0428c;mtv:RVBD_0428c;",,,,,,,,,,
"P96400","P96400_MYCTU","unreviewed","Rv0218","Probable conserved transmembrane protein",442,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv0218;mtv:RVBD_0218;",,,,,,,,,,
"O53634","O53634_MYCTU","unreviewed","gca Rv0112","Possible GDP-mannose 4","6-dehydratase Gca (GDP-D-mannose dehydratase)",318,"Complete proteome;Reference proteome",,"mtu:Rv0112;mtv:RVBD_0112;",,,,,,,,,
"P96815","P96815_MYCTU","unreviewed","Rv0138","Uncharacterized protein",167,"Complete proteome;Reference proteome",,"mtu:Rv0138;mtv:RVBD_0138;",,,,,,,,,,
"P71790","P71790_MYCTU","unreviewed","gmdA gmd Rv1511","GDP-mannose 4","6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)",340,"Complete proteome;Lyase;NADP;Reference proteome","NAD(P)-dependent epimerase/dehydratase family"," GDP-mannose 4","6-dehydratase subfamily","mtu:Rv1511;mtv:RVBD_1511;",,,,,,,
"I6YG51","I6YG51_MYCTU","unreviewed","Rv3437","Possible conserved transmembrane protein",158,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3437;mtv:RVBD_3437;",,,,,,,,,,
"P71784","P71784_MYCTU","unreviewed","Rv1505c","Uncharacterized protein",221,"Complete proteome;Reference proteome",,"mtu:Rv1505c;mtv:RVBD_1505c;",,,,,,,,,,
"I6YA03","I6YA03_MYCTU","unreviewed","echA15 Rv2679","Probable enoyl-CoA hydratase EchA15 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)",276,"Complete proteome;Reference proteome","Enoyl-CoA hydratase/isomerase family","mtu:Rv2679;mtv:RVBD_2679;",,,,,,,,,,
"O05819","O05819_MYCTU","unreviewed","mbtF Rv2379c","Peptide synthetase MbtF (Peptide synthase)",1461,"Complete proteome;Ligase;Phosphopantetheine;Reference proteome",,"mtu:Rv2379c;mtv:RVBD_2379c;",,,,,,,,,,
"O06381","O06381_MYCTU","unreviewed","Rv3626c","Uncharacterized protein",350,"Complete proteome;Reference proteome",,"mtu:Rv3626c;mtv:RVBD_3626c;",,,,,,,,,,
"O07206","O07206_MYCTU","unreviewed","Rv2705c","Uncharacterized protein",129,"Complete proteome;Reference proteome",,"mtu:Rv2705c;mtv:RVBD_2705c;",,,,,,,,,,
"P96376","P96376_MYCTU","unreviewed","Rv1024","Possible conserved membrane protein",228,"Coiled coil;Complete proteome;Reference proteome",,"mtu:Rv1024;mtv:RVBD_1024;",,,,,,,,,,
"O86315","O86315_MYCTU","unreviewed","Rv1232c","Conserved protein",435,"CBS domain;Complete proteome;Reference proteome",,"mtu:Rv1232c;mtv:RVBD_1232c;",,,,,,,,,,
"I6X540","I6X540_MYCTU","unreviewed","Rv2683","Conserved protein",165,"CBS domain;Complete proteome;Reference proteome",,"mtu:Rv2683;mtv:RVBD_2683;",,,,,,,,,,
"L7N659","L7N659_MYCTU","unreviewed","PE_PGRS39 Rv2340c","PE-PGRS family protein PE_PGRS39",413,"Complete proteome;Reference proteome",,"mtu:Rv2340c;mtv:RVBD_2340c;",,,,,,,,,,
"O53611","O53611_MYCTU","unreviewed","icd2 Rv0066c","Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase)",745,"3D-structure;Complete proteome;Glyoxylate bypass;Magnesium;Metal-binding;NADP;Oxidoreductase;Reference proteome;Tricarboxylic acid cycle","Monomeric-type IDH family","mtu:Rv0066c;mtv:RVBD_0066c;",,,,,,,,,,
"P95286","P95286_MYCTU","unreviewed","Rv1928c","Probable short-chain type dehydrogenase/reductase",255,"Complete proteome;Reference proteome",,"mtu:Rv1928c;mtv:RVBD_1928c;",,,,,,,,,,
"Q79FY5","Q79FY5_MYCTU","unreviewed","Rv0609A","Uncharacterized protein",75,"Complete proteome;Reference proteome",,"mtu:Rv0609A;mtv:RVBD_0609A;",,,,,,,,,,
"O53405","O53405_MYCTU","unreviewed","Rv1057","Uncharacterized protein",393,"Complete proteome;Reference proteome",,"mtu:Rv1057;mtv:RVBD_1057;",,,,,,,,,,
"P95281","P95281_MYCTU","unreviewed","fadE18 Rv1933c","Probable acyl-CoA dehydrogenase FadE18",363,"Complete proteome;Reference proteome",,"mtu:Rv1933c;mtv:RVBD_1933c;",,,,,,,,,,
"O05892","O05892_MYCTU","unreviewed","Rv3249c","Possible transcriptional regulatory protein (Probably TetR-family)",211,"3D-structure;Complete proteome;DNA-binding;Reference proteome;Transcription;Transcription regulation",,"mtu:Rv3249c;mtv:RVBD_3249c;",,,,,,,,,,
"O33230","O33230_MYCTU","unreviewed","hflX Rv2725c","GTPase HflX (GTP-binding protein HflX)",495,"Coiled coil;Complete proteome;Cytoplasm;GTP-binding;Nucleotide-binding;Reference proteome","TRAFAC class OBG-HflX-like GTPase superfamily"," HflX GTPase family","mtu:Rv2725c;mtv:RVBD_2725c;",,,,,,,,,
"P71941","P71941_MYCTU","unreviewed","Rv2642","Possible transcriptional regulatory protein (Probably ArsR-family)",126,"Complete proteome;Reference proteome",,"mtu:Rv2642;mtv:RVBD_2642;",,,,,,,,,,
"O53431","O53431_MYCTU","unreviewed","Rv1083","Uncharacterized protein",88,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1083;mtv:RVBD_1083;",,,,,,,,,,
"L7N658","L7N658_MYCTU","unreviewed","Rv3294c","Uncharacterized protein",269,"Complete proteome;Reference proteome",,"mtu:Rv3294c;mtv:RVBD_3294c;",,,,,,,,,,
"I6YDZ2","I6YDZ2_MYCTU","unreviewed","Rv2647","Uncharacterized protein",122,"Complete proteome;Reference proteome",,"mtv:RVBD_2647;",,,,,,,,,,
"L7N687","L7N687_MYCTU","unreviewed","Rv3322c","Possible methyltransferase",204,"Complete proteome;Methyltransferase;Reference proteome;Transferase",,"mtu:Rv3322c;mtv:RVBD_3322c;",,,,,,,,,,
"O05591","O05591_MYCTU","unreviewed","pabB Rv1005c","Probable para-aminobenzoate synthase component I PABD",458,"Complete proteome;Reference proteome",,"mtu:Rv1005c;mtv:RVBD_1005c;",,,,,,,,,,
"I6WZ83","I6WZ83_MYCTU","unreviewed","Rv0743c","Uncharacterized protein",185,"Complete proteome;Reference proteome",,"mtu:Rv0743c;mtv:RVBD_0743c;",,,,,,,,,,
"P71594","P71594_MYCTU","unreviewed","Rv0024","Putative secreted protein P60-related protein",281,"Complete proteome;Reference proteome",,"mtu:Rv0024;mtv:RVBD_0024;",,,,,,,,,,
"O05791","O05791_MYCTU","unreviewed","Rv3114","Uncharacterized protein",176,"Complete proteome;Reference proteome",,"mtu:Rv3114;mtv:RVBD_3114;",,,,,,,,,,
"L0TDU1","L0TDU1_MYCTU","unreviewed","sugI Rv3331","Probable sugar-transport integral membrane protein SugI",502,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","Major facilitator superfamily"," Sugar transporter (TC 2.A.1.1) family","mtu:Rv3331;",,,,,,,,,
"O33206","O33206_MYCTU","unreviewed","Rv1707","Probable conserved transmembrane protein",486,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1707;mtv:RVBD_1707;",,,,,,,,,,
"O50444","O50444_MYCTU","unreviewed","Rv1188","Probable proline dehydrogenase",329,"Complete proteome;FAD;Flavoprotein;Nucleotide-binding;Reference proteome",,"mtu:Rv1188;mtv:RVBD_1188;",,,,,,,,,,
"P71794","P71794_MYCTU","unreviewed","Rv1515c","Uncharacterized protein",298,"Complete proteome;Reference proteome",,"mtu:Rv1515c;mtv:RVBD_1515c;",,,,,,,,,,
"O06291","O06291_MYCTU","unreviewed","htrA Rv1223","Probable serine protease HtrA (DEGP protein)",528,"3D-structure;Complete proteome;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1223;mtv:RVBD_1223;",,,,,,,,,,
"O33361","O33361_MYCTU","unreviewed","Rv0516c","Possible anti-anti-sigma factor",158,"Complete proteome;Reference proteome",,"mtu:Rv0516c;mtv:RVBD_0516c;",,,,,,,,,,
"I6XFF3","I6XFF3_MYCTU","unreviewed","ugpA Rv2835c","Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpA",303,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","Binding-protein-dependent transport system permease family","mtu:Rv2835c;mtv:RVBD_2835c;",,,,,,,,,,
"P71898","P71898_MYCTU","unreviewed","Rv2314c","Conserved protein",457,"Complete proteome;Reference proteome",,"mtu:Rv2314c;mtv:RVBD_2314c;",,,,,,,,,,
"P96262","P96262_MYCTU","unreviewed","thiS Rv0416","Possible protein ThiS",68,"Complete proteome;Reference proteome",,"mtu:Rv0416;mtv:RVBD_0416;",,,,,,,,,,
"I6X8S7","I6X8S7_MYCTU","unreviewed","Rv0223c","Probable aldehyde dehydrogenase",487,"Complete proteome;Oxidoreductase;Reference proteome","Aldehyde dehydrogenase family","mtu:Rv0223c;mtv:RVBD_0223c;",,,,,,,,,,
"I6X7D4","I6X7D4_MYCTU","unreviewed","Rv3463","Conserved protein",285,"Complete proteome;Reference proteome",,"mtu:Rv3463;mtv:RVBD_3463;",,,,,,,,,,
"O53756","O53756_MYCTU","unreviewed","Rv0471c","Uncharacterized protein",162,"Complete proteome;Reference proteome",,"mtu:Rv0471c;mtv:RVBD_0471c;",,,,,,,,,,
"O53789","O53789_MYCTU","unreviewed","Rv0681","Probable transcriptional regulatory protein (Possibly TetR-family)",196,"Complete proteome;DNA-binding;Reference proteome;Transcription;Transcription regulation",,"mtu:Rv0681;mtv:RVBD_0681;",,,,,,,,,,
"O53896","O53896_MYCTU","unreviewed","pepD Rv0983","Probable serine protease PepD (Serine proteinase) (MTB32B)",464,"3D-structure;Complete proteome;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv0983;mtv:RVBD_0983;",,,,,,,,,,
"I6X9R9","I6X9R9_MYCTU","unreviewed","aldA Rv0768","Probable aldehyde dehydrogenase NAD dependent AldA (Aldehyde dehydrogenase [NAD+])",489,"Coiled coil;Complete proteome;Oxidoreductase;Reference proteome","Aldehyde dehydrogenase family","mtu:Rv0768;mtv:RVBD_0768;",,,,,,,,,,
"O07248","O07248_MYCTU","unreviewed","udgA Rv0322","UDP-glucose 6-dehydrogenase (EC 1.1.1.22)",443,"Complete proteome;NAD;Oxidoreductase;Reference proteome","UDP-glucose/GDP-mannose dehydrogenase family","mtu:Rv0322;mtv:RVBD_0322;",,,,,,,,,,
"P96277","P96277_MYCTU","unreviewed","Rv0431","Putative tuberculin related peptide",164,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv0431;mtv:RVBD_0431;",,,,,,,,,,
"O69697","O69697_MYCTU","unreviewed","Rv3730c","Uncharacterized protein",346,"Complete proteome;Reference proteome",,"mtu:Rv3730c;mtv:RVBD_3730c;",,,,,,,,,,
"L0TCB8","L0TCB8_MYCTU","unreviewed","PE_PGRS51 Rv3367","PE-PGRS family protein PE_PGRS51",588,"Complete proteome;Reference proteome;Signal",,"mtu:Rv3367;",,,,,,,,,,
"P72062","P72062_MYCTU","unreviewed","Rv3796","Conserved protein",375,"Complete proteome;Reference proteome",,"mtu:Rv3796;mtv:RVBD_3796;",,,,,,,,,,
"O05878","O05878_MYCTU","unreviewed","Rv3233c","Possible triacylglycerol synthase (Diacylglycerol acyltransferase)",196,"Acyltransferase;Complete proteome;Reference proteome;Transferase",,"mtv:RVBD_3233c;",,,,,,,,,,
"P96265","P96265_MYCTU","unreviewed","lpqM Rv0419","Possible lipoprotein peptidase LpqM",498,"Complete proteome;Lipoprotein;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix",,"mtu:Rv0419;mtv:RVBD_0419;",,,,,,,,,,
"Q6MX51","Q6MX51_MYCTU","unreviewed","Rv0296c","Probable sulfatase",465,"Complete proteome;Reference proteome",,"mtu:Rv0296c;mtv:RVBD_0296c;",,,,,,,,,,
"L0T7Y7","L0T7Y7_MYCTU","unreviewed","PPE31 Rv1807","PPE family protein PPE31 (Fragment)",399,"Complete proteome;Reference proteome","Mycobacterial PPE family",,,,,,,,,,,
"I6YA75","I6YA75_MYCTU","unreviewed","Rv2772c","Probable conserved transmembrane protein",157,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2772c;mtv:RVBD_2772c;",,,,,,,,,,
"O53164","O53164_MYCTU","unreviewed","Rv1473","Probable macrolide-transport ATP-binding protein ABC transporter",542,"ATP-binding;Coiled coil;Complete proteome;Nucleotide-binding;Reference proteome",,"mtu:Rv1473;mtv:RVBD_1473;",,,,,,,,,,
"I6YGW9","I6YGW9_MYCTU","unreviewed","Rv3678c","Conserved protein",151,"Complete proteome;Reference proteome",,"mtu:Rv3678c;mtv:RVBD_3678c;",,,,,,,,,,
"L7N6B3","L7N6B3_MYCTU","unreviewed","adhE1 Rv0162c","Probable zinc-type alcohol dehydrogenase (E subunit) AdhE1",383,"Complete proteome;Metal-binding;Reference proteome;Zinc","Zinc-containing alcohol dehydrogenase family","mtu:Rv0162c;mtv:RVBD_0162c;",,,,,,,,,,
"O06820","O06820_MYCTU","unreviewed","Rv1439c","Uncharacterized protein",141,"Complete proteome;Reference proteome",,"mtu:Rv1439c;mtv:RVBD_1439c;",,,,,,,,,,
"P71625","P71625_MYCTU","unreviewed","Rv2827c","Uncharacterized protein",295,"Complete proteome;Reference proteome",,"mtu:Rv2827c;mtv:RVBD_2827c;",,,,,,,,,,
"I6XWA1","I6XWA1_MYCTU","unreviewed","purB Rv0777","Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)",472,"Complete proteome;Lyase;Purine biosynthesis;Reference proteome","Lyase 1 family"," Adenylosuccinate lyase subfamily","mtu:Rv0777;mtv:RVBD_0777;",,,,,,,,,
"I6Y8K3","I6Y8K3_MYCTU","unreviewed","Rv0737","Possible transcriptional regulatory protein",165,"Complete proteome;Reference proteome",,"mtu:Rv0737;mtv:RVBD_0737;",,,,,,,,,,
"O06829","O06829_MYCTU","unreviewed","Rv1429","Conserved protein",422,"Complete proteome;Reference proteome",,"mtu:Rv1429;mtv:RVBD_1429;",,,,,,,,,,
"O53676","O53676_MYCTU","unreviewed","cobU Rv0254c","Probable bifunctional cobalamin biosynthesis protein CobU: cobinamide kinase + cobinamide phosphate guanylyltransferase",174,"Complete proteome;GTP-binding;Kinase;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase",,"mtu:Rv0254c;mtv:RVBD_0254c;",,,,,,,,,,
"O53254","O53254_MYCTU","unreviewed","Rv3007c","Possible oxidoreductase",204,"Complete proteome;Reference proteome",,"mtu:Rv3007c;mtv:RVBD_3007c;",,,,,,,,,,
"Q79FC3","Q79FC3_MYCTU","unreviewed","PE_PGRS45 Rv2615c","PE-PGRS family protein PE_PGRS45",461,"Complete proteome;Reference proteome;Signal",,"mtu:Rv2615c;mtv:RVBD_2615c;",,,,,,,,,,
"P71983","P71983_MYCTU","unreviewed","Rv1725c","Uncharacterized protein",236,"Complete proteome;Reference proteome",,"mtu:Rv1725c;mtv:RVBD_1725c;",,,,,,,,,,
"P71668","P71668_MYCTU","unreviewed","lipI Rv1400c","Probable lipase LipH",320,"Complete proteome;Reference proteome",,"mtu:Rv1400c;mtv:RVBD_1400c;",,,,,,,,,,
"I6X811","I6X811_MYCTU","unreviewed","dppA Rv3666c","Probable periplasmic dipeptide-binding lipoprotein DppA",541,"Complete proteome;Lipoprotein;Reference proteome;Signal",,"mtu:Rv3666c;mtv:RVBD_3666c;",,,,,,,,,,
"I6XI14","I6XI14_MYCTU","unreviewed","cobQ2 Rv3713","Possible cobyric acid synthase CobQ2",231,"Cobalamin biosynthesis;Complete proteome;Glutamine amidotransferase;Reference proteome",,"mtu:Rv3713;mtv:RVBD_3713;",,,,,,,,,,
"O06418","O06418_MYCTU","unreviewed","Rv0552","Conserved protein",534,"Complete proteome;Reference proteome",,"mtu:Rv0552;mtv:RVBD_0552;",,,,,,,,,,
"O53531","O53531_MYCTU","unreviewed","Rv2257c","Conserved protein",272,"Complete proteome;Reference proteome",,"mtu:Rv2257c;mtv:RVBD_2257c;",,,,,,,,,,
"Q79FG9","Q79FG9_MYCTU","unreviewed","Rv2160c","Uncharacterized protein",113,"Complete proteome;Reference proteome",,"mtv:RVBD_2160A;",,,,,,,,,,
"I6Y2H3","I6Y2H3_MYCTU","unreviewed","hab Rv3078","Probable hydroxylaminobenzene mutase Hab",133,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3078;mtv:RVBD_3078;",,,,,,,,,,
"P71984","P71984_MYCTU","unreviewed","Rv1726","Probable oxidoreductase",461,"Complete proteome;FAD;Flavoprotein;Oxidoreductase;Reference proteome",,"mtu:Rv1726;mtv:RVBD_1726;",,,,,,,,,,
"P71787","P71787_MYCTU","unreviewed","Rv1508c","Probable membrane protein",599,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1508c;mtv:RVBD_1508c;",,,,,,,,,,
"I6Y2Q7","I6Y2Q7_MYCTU","unreviewed","Rv3136A","Conserved protein",110,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3136A;mtv:RVBD_3136A;",,,,,,,,,,
"O53404","O53404_MYCTU","unreviewed","Rv1056","Conserved protein",254,"Complete proteome;Reference proteome",,"mtu:Rv1056;mtv:RVBD_1056;",,,,,,,,,,
"I6YDI9","I6YDI9_MYCTU","unreviewed","plsC Rv2483c","Uncharacterized protein",580,"Complete proteome;Reference proteome",,"mtu:Rv2483c;mtv:RVBD_2483c;",,,,,,,,,,
"O06392","O06392_MYCTU","unreviewed","Rv0526","Possible thioredoxin protein (Thiol-disulfide interchange protein)",216,"Complete proteome;Reference proteome;Signal",,"mtu:Rv0526;mtv:RVBD_0526;",,,,,,,,,,
"O53562","O53562_MYCTU","unreviewed","Rv3517","Uncharacterized protein",279,"Complete proteome;Reference proteome",,"mtu:Rv3517;mtv:RVBD_3517;",,,,,,,,,,
"P71791","P71791_MYCTU","unreviewed","epiA fcl Rv1512","GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3","5-epimerase-4-reductase)",322,"Complete proteome;Isomerase;Multifunctional enzyme;NADP;Oxidoreductase;Reference proteome","NAD(P)-dependent epimerase/dehydratase family"," Fucose synthase subfamily","mtu:Rv1512;mtv:RVBD_1512;",,,,,,,,
"I6WXK8","I6WXK8_MYCTU","unreviewed","Rv0157A","Conserved protein",42,"Complete proteome;Reference proteome",,"mtu:Rv0157A;mtv:RVBD_0157A;",,,,,,,,,,
"Q50584","Q50584_MYCTU","unreviewed","Rv1523","Probable methyltransferase",347,"Complete proteome;Methyltransferase;Reference proteome;Transferase",,"mtu:Rv1523;mtv:RVBD_1523;",,,,,,,,,,
"O33346","O33346_MYCTU","unreviewed","Rv2864c","Possible penicillin-binding lipoprotein",603,"Complete proteome;Lipoprotein;Reference proteome;Signal",,"mtu:Rv2864c;mtv:RVBD_2864c;",,,,,,,,,,
"O07191","O07191_MYCTU","unreviewed","Rv2689c","Conserved alanine and valine and glycine rich protein",405,"Complete proteome;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase","Class I-like SAM-binding methyltransferase superfamily"," RNA M5U methyltransferase family","mtu:Rv2689c;mtv:RVBD_2689c;",,,,,,,,,
