"PATRIC ID","locus_tag","Feature ID","Start","End","Length","Strand","FIGfam ID","PATRIC genus-specific families (PLfams)","Protein ID","AA Length","Gene Symbol","product","GO"
"fig|83332.12.peg.445",,"PATRIC.83332.12.NC_000962.CDS.483864.483977.rev",483864,483977,114,"-","FIG00823450","PLF_1763_00003709",,37,,"hypothetical protein",
"fig|83332.12.peg.446","Rv0404","PATRIC.83332.12.NC_000962.CDS.484037.485734.fwd",484037,485734,1698,"+","FIG00018699","PLF_1763_00003861","NP_214918.1",565,"fadD30","Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD30",
"fig|83332.12.peg.447","Rv0405","PATRIC.83332.12.NC_000962.CDS.485731.489939.fwd",485731,489939,4209,"+","FIG00000319","PLF_1763_00003132","NP_214919.1",1402,"pks6","Modular polyketide synthase",
"fig|83332.12.peg.448","Rv0406c","PATRIC.83332.12.NC_000962.CDS.489887.490705.rev",489887,490705,819,"-","FIG01319276","PLF_1763_00144032","NP_214920.1",272,,"MBL-fold metallo-hydrolase superfamily",
"fig|83332.12.peg.51","Rv0045c","PATRIC.83332.12.NC_000962.CDS.49043.49939.rev",49043,49939,897,"-","FIG00801965","PLF_1763_00017685","NP_214559.1",298,,"Hydrolase Rv0045c, alpha/beta fold family",
"fig|83332.12.peg.449","Rv0407","PATRIC.83332.12.NC_000962.CDS.490783.491793.fwd",490783,491793,1011,"+","FIG01001620","PLF_1763_00000445","NP_214921.1",336,"fgd1","Glucose-6-phosphate dehydrogenase (coenzyme F420) (EC 1.1.98.2)","GO:0052749|glucose-6-phosphate dehydrogenase (coenzyme F420) activity"
"fig|83332.12.peg.450","Rv0408","PATRIC.83332.12.NC_000962.CDS.491861.493858.fwd",491861,493858,1998,"+","FIG00000522","PLF_1763_00000458","NP_214922.1",665,"pta","BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)","GO:0008959|phosphate acetyltransferase activity"
"fig|83332.12.peg.451","Rv0409","PATRIC.83332.12.NC_000962.CDS.493851.495008.fwd",493851,495008,1158,"+","FIG00067248","PLF_1763_00000879","NP_214923.1",385,"ackA","Acetate kinase (EC 2.7.2.1)","GO:0008776|acetate kinase activity"
"fig|83332.12.peg.452","Rv0410c","PATRIC.83332.12.NC_000962.CDS.495062.497314.rev",495062,497314,2253,"-","FIG00723707","PLF_1763_00000292","NP_214924.1",750,"pknG","Serine/threonine protein kinase",
"fig|83332.12.peg.453","Rv0411c","PATRIC.83332.12.NC_000962.CDS.497314.498240.rev",497314,498240,927,"-","FIG00545941","PLF_1763_00000594","NP_214925.1",308,"glnH","Glutamine ABC transporter, substrate-binding protein GlnH",
"fig|83332.12.peg.454","Rv0412c","PATRIC.83332.12.NC_000962.CDS.498300.499619.rev",498300,499619,1320,"-","FIG01121868","PLF_1763_00001634","NP_214926.1",439,,"FIG01121868: Possible membrane protein",
"fig|83332.12.peg.455","Rv0413","PATRIC.83332.12.NC_000962.CDS.499770.500366.fwd",499770,500366,597,"+","FIG00994542","PLF_1763_00001991","NP_214927.1",198,"mutT3","Possible mutator protein MutT3 (7,8-dihydro-8-oxoguanine-triphosphatase)",
"fig|83332.12.peg.52","Rv0046c","PATRIC.83332.12.NC_000962.CDS.50021.51124.rev",50021,51124,1104,"-","FIG00066508","PLF_1763_00000888","NP_214560.1",367,"ino1","Inositol-1-phosphate synthase (EC 5.5.1.4)","GO:0004512|inositol-3-phosphate synthase activity"
"fig|83332.12.peg.456","Rv0414c","PATRIC.83332.12.NC_000962.CDS.500350.501018.rev",500350,501018,669,"-","FIG00000407","PLF_1763_00001525","NP_214928.1",222,"thiE","Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)","GO:0004789|thiamin-phosphate diphosphorylase activity"
"fig|83332.12.peg.457","Rv0415","PATRIC.83332.12.NC_000962.CDS.501148.502170.fwd",501148,502170,1023,"+","FIG01303913","PLF_1763_00000698","NP_214929.1",340,"thiO","Glycine oxidase ThiO (EC 1.4.3.19)","GO:0043799|glycine oxidase activity"
"fig|83332.12.peg.458","Rv0416","PATRIC.83332.12.NC_000962.CDS.502167.502373.fwd",502167,502373,207,"+","FIG01107725","PLF_1763_00002792","NP_214930.1",68,"thiS","Sulfur carrier protein ThiS",
"fig|83332.12.peg.459","Rv0417","PATRIC.83332.12.NC_000962.CDS.502366.503124.fwd",502366,503124,759,"+","FIG00000563","PLF_1763_00001233","NP_214931.1",252,"thiG","Thiazole synthase (EC 2.8.1.10)",
"fig|83332.12.peg.460",,"PATRIC.83332.12.NC_000962.CDS.503146.503298.fwd",503146,503298,153,"+","FIG00822289","PLF_1763_00003559",,50,,"hypothetical protein",
"fig|83332.12.peg.461","Rv0418","PATRIC.83332.12.NC_000962.CDS.503514.504998.fwd",503514,504998,1485,"+","FIG00004058","PLF_1763_00196885","NP_214932.1",494,"lpqL","Uncharacterized lipoprotein aminopeptidase LpqL",
"fig|83332.12.peg.462","Rv0419","PATRIC.83332.12.NC_000962.CDS.505140.506582.fwd",505140,506582,1443,"+","FIG01332312","PLF_1763_00002908","NP_214933.1",480,"lpqM","Lipoprotein peptidase LpqM",
"fig|83332.12.peg.463","Rv0420c","PATRIC.83332.12.NC_000962.CDS.506561.506902.rev",506561,506902,342,"-","FIG01121868","PLF_1763_00003351","NP_214934.1",113,,"putative membrane protein",
"fig|83332.12.peg.464","Rv0421c","PATRIC.83332.12.NC_000962.CDS.507132.507761.rev",507132,507761,630,"-","FIG00828299","PLF_1763_00001372","NP_214935.1",209,,"FIG022825: hypothetical protein",
"fig|83332.12.peg.465","Rv0422c","PATRIC.83332.12.NC_000962.CDS.507758.508585.rev",507758,508585,828,"-","FIG01958950","PLF_1763_00000554","NP_214936.1",275,"thiD","Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)",
"fig|83332.12.peg.466","Rv0423c","PATRIC.83332.12.NC_000962.CDS.508582.510225.rev",508582,510225,1644,"-","FIG01958823","PLF_1763_00000463","NP_214937.1",547,"thiC","Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)",
"fig|83332.12.peg.467","Rv0424c","PATRIC.83332.12.NC_000962.CDS.510377.510577.rev",510377,510577,201,"-","FIG00821935","PLF_1763_00003187","NP_214938.1",66,,"hypothetical protein",
"fig|83332.12.peg.468","Rv0425c","PATRIC.83332.12.NC_000962.CDS.510702.515321.rev",510702,515321,4620,"-","FIG01340869","PLF_1763_00001842","NP_214939.1",1539,"ctpH","Metal cation transporting P-type ATPase CtpH",
"fig|83332.12.peg.53","Rv0047c","PATRIC.83332.12.NC_000962.CDS.51185.51727.rev",51185,51727,543,"-","FIG00002474","PLF_1763_00001100","NP_214561.1",180,,"Transcriptional regulator, PadR family",
"fig|83332.12.peg.469","Rv0426c","PATRIC.83332.12.NC_000962.CDS.515373.515834.rev",515373,515834,462,"-","FIG01121868","PLF_1763_00003058","NP_214940.1",153,,"putative membrane protein",
"fig|83332.12.peg.470","Rv0427c","PATRIC.83332.12.NC_000962.CDS.516017.516892.rev",516017,516892,876,"-","FIG00000065","PLF_1763_00001086","NP_214941.1",291,"xthA","Exodeoxyribonuclease III (EC 3.1.11.2)","GO:0008853|exodeoxyribonuclease III activity"
"fig|83332.12.peg.471","Rv0428c","PATRIC.83332.12.NC_000962.CDS.516895.517740.rev",516895,517740,846,"-","FIG00001650","PLF_1763_00002357","NP_214942.1",281,,"Histone acetyltransferase HPA2 and related acetyltransferases","GO:0008080|N-acetyltransferase activity"
"fig|83332.12.peg.472","Rv0429c","PATRIC.83332.12.NC_000962.CDS.517803.518396.rev",517803,518396,594,"-","FIG00000017","PLF_1763_00001121","NP_214943.1",197,"def","Peptide deformylase (EC 3.5.1.88)","GO:0042586|peptide deformylase activity"
"fig|83332.12.peg.54","Rv0048c","PATRIC.83332.12.NC_000962.CDS.51828.52697.rev",51828,52697,870,"-","FIG01121868","PLF_1763_00002111","NP_214562.1",289,,"hypothetical protein Rv0048c",
"fig|83332.12.peg.473","Rv0430","PATRIC.83332.12.NC_000962.CDS.518745.519041.fwd",518745,519041,297,"+","FIG00822393","PLF_1763_00002260","NP_214944.1",98,,"FIG00822394: hypothetical protein",
"fig|83332.12.peg.474","Rv0431","PATRIC.83332.12.NC_000962.CDS.519085.519567.fwd",519085,519567,483,"+","FIG01317574","PLF_1763_00004431","NP_214945.1",160,,"Tuberculin related peptide",
"fig|83332.12.peg.475","Rv0432","PATRIC.83332.12.NC_000962.CDS.519600.520322.fwd",519600,520322,723,"+","FIG00001181","PLF_1763_00000251","NP_214946.1",240,"sodC","Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)","GO:0004784|superoxide dismutase activity"
"fig|83332.12.peg.476","Rv0433","PATRIC.83332.12.NC_000962.CDS.520303.521454.fwd",520303,521454,1152,"+","FIG01194400","PLF_1763_00000319","NP_214947.1",383,,"Carboxylate-amine ligase",
"fig|83332.12.peg.5","Rv0005","PATRIC.83332.12.NC_000962.CDS.5207.7267.fwd",5207,7267,2061,"+","FIG00028203","PLF_1763_00347634","NP_214519.1",686,"gyrB","DNA gyrase subunit B (EC 5.99.1.3)","GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity"
"fig|83332.12.peg.477","Rv0434","PATRIC.83332.12.NC_000962.CDS.521511.522167.fwd",521511,522167,657,"+","FIG01309879","PLF_1763_00002914","NP_214948.1",218,,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",
"fig|83332.12.peg.478",,"PATRIC.83332.12.NC_000962.CDS.522173.522283.rev",522173,522283,111,"-","FIG00638284","PLF_1763_00013074",,36,,"hypothetical protein",
"fig|83332.12.peg.479","Rv0435c","PATRIC.83332.12.NC_000962.CDS.522347.524533.rev",522347,524533,2187,"-","FIG00018369","PLF_1763_00001026","NP_214949.1",728,,"Cell division-associated, ATP-dependent zinc metalloprotease FtsH",
"fig|83332.12.peg.480","Rv0436c","PATRIC.83332.12.NC_000962.CDS.524530.525390.rev",524530,525390,861,"-","FIG00000775","PLF_1763_00001528","NP_214950.1",286,"pssA","CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)","GO:0003882|CDP-diacylglycerol-serine O-phosphatidyltransferase activity"
"fig|83332.12.peg.481","Rv0437c","PATRIC.83332.12.NC_000962.CDS.525387.526082.rev",525387,526082,696,"-","FIG00001264","PLF_1763_00001709","NP_214951.1",231,"psd","Phosphatidylserine decarboxylase (EC 4.1.1.65)","GO:0004609|phosphatidylserine decarboxylase activity"
"fig|83332.12.peg.482","Rv0438c","PATRIC.83332.12.NC_000962.CDS.526143.527360.rev",526143,527360,1218,"-","FIG00018218","PLF_1763_00000599","YP_177725.1",405,"moeA2","Molybdopterin molybdenumtransferase (EC 2.10.1.1)","GO:0061599|molybdopterin molybdotransferase activity"
"fig|83332.12.peg.483","Rv0439c","PATRIC.83332.12.NC_000962.CDS.527379.528314.rev",527379,528314,936,"-","FIG01319309","PLF_1763_00345846","NP_214953.1",311,,"probable oxidoreductase/Short-chain dehydrogenase",
"fig|83332.12.peg.55","Rv0049","PATRIC.83332.12.NC_000962.CDS.52810.53244.fwd",52810,53244,435,"+","FIG00822202","PLF_1763_00285998","NP_214563.1",144,,"hypothetical protein",
"fig|83332.12.peg.484","Rv0440","PATRIC.83332.12.NC_000962.CDS.528608.530230.fwd",528608,530230,1623,"+","FIG00000056","PLF_1763_00356185","NP_214954.1",540,"groEL","Heat shock protein 60 kDa family chaperone GroEL",
"fig|83332.12.peg.485","Rv0441c","PATRIC.83332.12.NC_000962.CDS.530296.530724.rev",530296,530724,429,"-","FIG00825575","PLF_1763_00011338","NP_214955.1",142,,"hypothetical protein",
"fig|83332.12.peg.486","Rv0442c","PATRIC.83332.12.NC_000962.CDS.530751.532214.rev",530751,532214,1464,"-","FIG00013075","PLF_1763_00002280","YP_177726.1",487,"PPE10","PPE family protein, MPTR subgroup => PPE10",
"fig|83332.12.peg.487","Rv0443","PATRIC.83332.12.NC_000962.CDS.532396.532911.fwd",532396,532911,516,"+","FIG00820450","PLF_1763_00001234","NP_214957.1",171,,"Uncharacterized protein Rv0443",
"fig|83332.12.peg.488","Rv0444c","PATRIC.83332.12.NC_000962.CDS.533091.533789.rev",533091,533789,699,"-","FIG00002457","PLF_1763_00002679","NP_214958.1",232,,"FIG111991: hypothetical protein",
"fig|83332.12.peg.56","Rv0050","PATRIC.83332.12.NC_000962.CDS.53354.55699.fwd",53354,55699,2346,"+","FIG00000011","PLF_1763_00001510","YP_177687.1",781,"ponA1","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) => PonA1","GO:0008955|peptidoglycan glycosyltransferase activity;GO:0008234|cysteine-type peptidase activity"
"fig|83332.12.peg.489","Rv0445c","PATRIC.83332.12.NC_000962.CDS.533833.534396.rev",533833,534396,564,"-","FIG01303902","PLF_1763_00002403","NP_214959.1",187,"sigK","RNA polymerase sigma-70 factor",
"fig|83332.12.peg.490","Rv0446c","PATRIC.83332.12.NC_000962.CDS.534445.535227.rev",534445,535227,783,"-","FIG00005069","PLF_1763_00000123","NP_214960.1",260,,"FIG005069: Hypothetical protein",
"fig|83332.12.peg.491","Rv0447c","PATRIC.83332.12.NC_000962.CDS.535224.536507.rev",535224,536507,1284,"-","FIG00229655","PLF_1763_00124607","NP_214961.1",427,"ufaA1","S-adenosyl-L-methionine dependent methyltransferase, similar to cyclopropane-fatty-acyl-phospholipid synthase",
"fig|83332.12.peg.492","Rv0448c","PATRIC.83332.12.NC_000962.CDS.536504.537235.rev",536504,537235,732,"-","FIG01306636","PLF_1763_00298435","NP_214962.1",243,,"FIG001571: Hypothetical protein",
"fig|83332.12.peg.493","Rv0449c","PATRIC.83332.12.NC_000962.CDS.537229.538524.rev",537229,538524,1296,"-","FIG00633925","PLF_1763_00002332","NP_214963.1",431,,"Amine oxidase, flavin-containing",
"fig|83332.12.peg.494","Rv0450c","PATRIC.83332.12.NC_000962.CDS.538588.541491.rev",538588,541491,2904,"-","FIG01324800","PLF_1763_00002569","NP_214964.1",967,"mmpL4","Transmembrane transport protein MmpL4",
"fig|83332.12.peg.495","Rv0451c","PATRIC.83332.12.NC_000962.CDS.541488.541910.rev",541488,541910,423,"-","FIG01309473","PLF_1763_00002615","NP_214965.1",140,"mmpS4","Membrane protein MmpS4",
"fig|83332.12.peg.496","Rv0452","PATRIC.83332.12.NC_000962.CDS.542160.542852.fwd",542160,542852,693,"+","FIG00554417","PLF_1763_00001514","NP_214966.1",230,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.497",,"PATRIC.83332.12.NC_000962.CDS.543043.543177.fwd",543043,543177,135,"+","FIG00822007","PLF_1763_00003454",,44,,"hypothetical protein",
"fig|83332.12.peg.498","Rv0453","PATRIC.83332.12.NC_000962.CDS.543195.544730.fwd",543195,544730,1536,"+","FIG00013075","PLF_1763_00158185","YP_177727.1",511,"PPE11","PPE family protein, PPW subgroup => PPE11",
"fig|83332.12.peg.499",,"PATRIC.83332.12.NC_000962.CDS.544736.545059.rev",544736,545059,324,"-","FIG00820217","PLF_1763_00003488",,107,,"hypothetical protein",
"fig|83332.12.peg.500",,"PATRIC.83332.12.NC_000962.CDS.545188.545319.rev",545188,545319,132,"-","FIG01436621","PLF_1763_00004004",,43,,"hypothetical protein",
"fig|83332.12.peg.501","Rv0455c","PATRIC.83332.12.NC_000962.CDS.545375.545821.rev",545375,545821,447,"-","FIG01121868","PLF_1763_00002378","NP_214969.1",148,,"putative membrane protein",
"fig|83332.12.peg.502","Rv0456c","PATRIC.83332.12.NC_000962.CDS.545889.546803.rev",545889,546803,915,"-","FIG00033206","PLF_1763_00001945","NP_214970.1",304,"echA2","Enoyl-CoA hydratase (EC 4.2.1.17)","GO:0004300|enoyl-CoA hydratase activity"
"fig|83332.12.peg.503",,"PATRIC.83332.12.NC_000962.CDS.547035.547154.rev",547035,547154,120,"-","FIG01307961","PLF_1763_00003869",,39,,"hypothetical protein",
"fig|83332.12.peg.504","Rv0456A","PATRIC.83332.12.NC_000962.CDS.547076.547357.rev",547076,547357,282,"-","FIG00009628","PLF_1763_00004757","YP_177621.1",93,,"Programmed cell death toxin MazF",
"fig|83332.12.peg.505","Rv0457c","PATRIC.83332.12.NC_000962.CDS.547586.549607.rev",547586,549607,2022,"-","FIG00011272","PLF_1763_00000112","NP_214971.1",673,,"Prolyl endopeptidase (EC 3.4.21.26)",
"fig|83332.12.peg.506","Rv0458","PATRIC.83332.12.NC_000962.CDS.549675.551198.fwd",549675,551198,1524,"+","FIG01292786","PLF_1763_00246024","NP_214972.1",507,,"Aldehyde dehydrogenase (EC 1.2.1.3)","GO:0004029|aldehyde dehydrogenase (NAD) activity"
"fig|83332.12.peg.507","Rv0459","PATRIC.83332.12.NC_000962.CDS.551216.551689.fwd",551216,551689,474,"+","FIG00821441","PLF_1763_00003002","NP_214973.1",157,,"FIG00821442: hypothetical protein",
"fig|83332.12.peg.508","Rv0460","PATRIC.83332.12.NC_000962.CDS.551710.551988.fwd",551710,551988,279,"+","FIG01121868","PLF_1763_00002274","NP_214974.1",92,,"putative membrane protein",
"fig|83332.12.peg.509","Rv0461","PATRIC.83332.12.NC_000962.CDS.551981.552550.fwd",551981,552550,570,"+","FIG01121868","PLF_1763_00002717","NP_214975.1",189,,"putative membrane protein",
"fig|83332.12.peg.510","Rv0462","PATRIC.83332.12.NC_000962.CDS.552614.554008.fwd",552614,554008,1395,"+","FIG00136193","PLF_1763_00128192","NP_214976.1",464,"lpd","Dihydrolipoamide dehydrogenase (EC 1.8.1.4)","GO:0004148|dihydrolipoyl dehydrogenase activity"
"fig|83332.12.peg.511","Rv0463","PATRIC.83332.12.NC_000962.CDS.554055.554309.fwd",554055,554309,255,"+","FIG01121868","PLF_1763_00003230","NP_214977.1",84,,"putative membrane protein",
"fig|83332.12.peg.512","Rv0464c","PATRIC.83332.12.NC_000962.CDS.554313.554885.rev",554313,554885,573,"-","FIG00821073","PLF_1763_00288563","NP_214978.1",190,,"hypothetical protein",
"fig|83332.12.peg.513","Rv0465c","PATRIC.83332.12.NC_000962.CDS.554882.556306.rev",554882,556306,1425,"-","FIG00822523","PLF_1763_00000652","NP_214979.1",474,,"Transcriptional regulator, Xre family",
"fig|83332.12.peg.514","Rv0466","PATRIC.83332.12.NC_000962.CDS.556458.557252.fwd",556458,557252,795,"+","FIG01319281","PLF_1763_00001889","NP_214980.1",264,,"Acyl-ACP thioesterase",
"fig|83332.12.peg.57","Rv0051","PATRIC.83332.12.NC_000962.CDS.55696.57378.fwd",55696,57378,1683,"+","FIG00000011","PLF_1763_00001339","NP_214565.1",560,,"hypothetical protein Rv0051",
"fig|83332.12.peg.515","Rv0467","PATRIC.83332.12.NC_000962.CDS.557527.558813.fwd",557527,558813,1287,"+","FIG00148624","PLF_1763_00375028","YP_177728.1",428,"icl","Isocitrate lyase (EC 4.1.3.1) @ Methylisocitrate lyase (EC 4.1.3.30)","GO:0004451|isocitrate lyase activity;GO:0046421|methylisocitrate lyase activity"
"fig|83332.12.peg.516","Rv0468","PATRIC.83332.12.NC_000962.CDS.558895.559755.fwd",558895,559755,861,"+","FIG00000819","PLF_1763_00000828","NP_214982.1",286,"fadB2","3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)","GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity;GO:0008691|3-hydroxybutyryl-CoA dehydrogenase activity"
"fig|83332.12.peg.517","Rv0469","PATRIC.83332.12.NC_000962.CDS.559888.560748.fwd",559888,560748,861,"+","FIG01316311","PLF_1763_00001440","YP_177729.1",286,"umaA","Possible mycolic acid synthesis protein UmaA1",
"fig|83332.12.peg.518","Rv0470c","PATRIC.83332.12.NC_000962.CDS.560848.561705.rev",560848,561705,858,"-","FIG01959040","PLF_1763_00149180","YP_177730.1",285,"pcaA","Cyclopropane-fatty-acyl-phospholipid synthase PcaA (EC 2.1.1.79)","GO:0008825|cyclopropane-fatty-acyl-phospholipid synthase activity"
"fig|83332.12.peg.519",,"PATRIC.83332.12.NC_000962.CDS.561864.562058.rev",561864,562058,195,"-",,"PLF_1763_00003489",,64,,"hypothetical protein",
"fig|83332.12.peg.520","Rv0471c","PATRIC.83332.12.NC_000962.CDS.562225.562713.rev",562225,562713,489,"-","FIG00820164","PLF_1763_00003752","NP_214985.1",162,,"hypothetical protein",
"fig|83332.12.peg.521","Rv0472c","PATRIC.83332.12.NC_000962.CDS.562723.563427.rev",562723,563427,705,"-","FIG01310990","PLF_1763_00001099","NP_214986.1",234,,"Transcriptional regulator Rv0472c, AcrR family",
"fig|83332.12.peg.522","Rv0473","PATRIC.83332.12.NC_000962.CDS.563546.564934.fwd",563546,564934,1389,"+","FIG01121868","PLF_1763_00002068","NP_214987.1",462,,"putative membrane protein",
"fig|83332.12.peg.523","Rv0474","PATRIC.83332.12.NC_000962.CDS.565021.565443.fwd",565021,565443,423,"+","FIG00822523","PLF_1763_00002653","NP_214988.1",140,,"Transcriptional regulator, Xre family",
"fig|83332.12.peg.524","Rv0475","PATRIC.83332.12.NC_000962.CDS.565797.566396.fwd",565797,566396,600,"+","FIG00819985","PLF_1763_00001872","NP_214989.1",199,"hbhA","Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)",
"fig|83332.12.peg.525","Rv0476","PATRIC.83332.12.NC_000962.CDS.566484.566771.fwd",566484,566771,288,"+","FIG00820769","PLF_1763_00001721","NP_214990.1",95,,"FIG00820770: hypothetical membrane protein",
"fig|83332.12.peg.526","Rv0477","PATRIC.83332.12.NC_000962.CDS.567004.567222.fwd",567004,567222,219,"+","FIG01340371","PLF_1763_00003060","NP_214991.1",72,,"putative membrane protein",
"fig|83332.12.peg.527","Rv0478","PATRIC.83332.12.NC_000962.CDS.567222.567896.fwd",567222,567896,675,"+","FIG00000450","PLF_1763_00000529","NP_214992.1",224,"deoC","Deoxyribose-phosphate aldolase (EC 4.1.2.4)","GO:0004139|deoxyribose-phosphate aldolase activity"
"fig|83332.12.peg.528","Rv0479c","PATRIC.83332.12.NC_000962.CDS.567921.568670.rev",567921,568670,750,"-","FIG01121868","PLF_1763_00002948","NP_214993.1",249,,"putative membrane protein",
"fig|83332.12.peg.529","Rv0480c","PATRIC.83332.12.NC_000962.CDS.568964.569806.rev",568964,569806,843,"-","FIG00554419","PLF_1763_00066934","NP_214994.2",280,,"Aliphatic amidase AmiE (EC 3.5.1.4)","GO:0004040|amidase activity"
"fig|83332.12.peg.530",,"PATRIC.83332.12.NC_000962.CDS.569817.569978.rev",569817,569978,162,"-","FIG00554419","PLF_1763_00004165",,53,,"Aliphatic amidase AmiE (EC 3.5.1.4)","GO:0004040|amidase activity"
