"Rv_tag","Mb_tag","category","AA overlap","gene","Deleted in","Gene/RD region","Mb length","RD region","Rv length","Annotation"
"Rv2917","Mb2941","conserved hypothetical protein","626 aa overlap",,,," 626 aa",," 626 aa ","conserved hypothetical alanine and arginine rich protein"
"Rv2955c","Mb2979c","conserved hypothetical protein","321 aa overlap",,,," 321 aa",," 321 aa ","conserved protein"
"Rv2956","Mb2980","conserved hypothetical protein","243 aa overlap",,,," 243 aa",," 243 aa ","conserved protein"
"Rv2990c","Mb3014c","conserved hypothetical protein","286 aa overlap",,,," 286 aa",," 286 aa ","hypothetical protein"
"Rv2991","Mb3015","conserved hypothetical protein","163 aa overlap",,,," 163 aa",," 163 aa ","conserved protein"
"Rv3037c","Mb3063c","conserved hypothetical protein","358 aa overlap",,,," 358 aa",," 358 aa ","conserved hypothetical protein"
"Rv3093c","Mb3120c","conserved hypothetical protein","334 aa overlap",,,," 334 aa",," 334 aa ","hypothetical oxidoreductase"
"Rv3096","Mb3123","conserved hypothetical protein","379 aa overlap",,,," 379 aa",," 379 aa ","conserved hypothetical protein"
"Rv3098c","Mb3125c","conserved hypothetical protein","150 aa overlap",,,," 150 aa",," 150 aa ","hypothetical protein"
"Rv3108","Mb3135","conserved hypothetical protein","146 aa overlap",,,," 146 aa",," 146 aa ","hypothetical protein"
"Rv3114","Mb3141","conserved hypothetical protein","176 aa overlap",,,," 176 aa",," 176 aa ","conserved hypothetical protein"
"Rv3123","Mb3146","conserved hypothetical protein","164 aa overlap",,,," 164 aa",," 164 aa ","hypothetical protein"
"Rv3127","Mb3150","conserved hypothetical protein","344 aa overlap",,,," 344 aa",," 344 aa ","conserved protein"
"Rv3142c","Mb3166c","conserved hypothetical protein","142 aa overlap",,,," 142 aa",," 142 aa ","hypothetical protein"
"Rv3190c","Mb3212c","conserved hypothetical protein","421 aa overlap",,,," 421 aa",," 421 aa ","hypothetical protein"
"Rv3207c","Mb3232c","conserved hypothetical protein","285 aa overlap",,,," 285 aa",," 285 aa ","conserved protein"
"Rv3212","Mb3238","conserved hypothetical protein","407 aa overlap",,,," 407 aa",," 407 aa ","conserved alanine valine rich protein"
"Rv3230c","Mb3259c","conserved hypothetical protein","380 aa overlap",,,," 380 aa",," 380 aa ","hypothetical oxidoreductase"
"Rv3272","Mb3300","conserved hypothetical protein","394 aa overlap",,,," 394 aa",," 394 aa ","conserved hypothetical protein"
"Rv3282","Mb3310","conserved hypothetical protein","222 aa overlap",,,," 222 aa",," 222 aa ","conserved hypothetical protein"
"Rv3300c","Mb3328c","conserved hypothetical protein","305 aa overlap",,,," 305 aa",," 305 aa ","conserved hypothetical protein"
"Rv3354","Mb3389","conserved hypothetical protein","129 aa overlap",,,," 129 aa",," 129 aa ","conserved hypothetical protein"
"Rv3395c","Mb3427c","conserved hypothetical protein","204 aa overlap",,,," 204 aa",," 204 aa ","conserved hypothetical protein"
"Rv3433c","Mb3463c","conserved hypothetical protein","473 aa overlap",,,," 473 aa",," 473 aa ","conserved protein"
"Rv3466","Mb3495","conserved hypothetical protein","222 aa overlap",,,," 222 aa",," 222 aa ","conserved hypothetical protein"
"Rv3467","Mb3496","conserved hypothetical protein","317 aa overlap",,,," 317 aa",," 317 aa ","conserved hypothetical protein"
"Rv3471c","Mb3500c","conserved hypothetical protein","177 aa overlap",,,," 177 aa",," 177 aa ","conserved hypothetical protein"
"Rv3488","Mb3518","conserved hypothetical protein","107 aa overlap",,,," 107 aa",," 107 aa ","conserved hypothetical protein"
"Rv3521","Mb3551","conserved hypothetical protein","303 aa overlap",,,," 303 aa",," 303 aa ","conserved hypothetical protein"
"Rv3555c","Mb3585c","conserved hypothetical protein","289 aa overlap",,,," 289 aa",," 289 aa ","conserved protein"
"Rv3586","Mb3617","conserved hypothetical protein","358 aa overlap",,,," 358 aa",," 358 aa ","conserved hypothetical protein"
"Rv3627c","Mb3651c","conserved hypothetical protein","461 aa overlap",,,," 461 aa",," 461 aa ","conserved protein"
"Rv3639c","Mb3663c","conserved hypothetical protein","188 aa overlap",,,," 188 aa",," 188 aa ","conserved hypothetical protein"
"Rv3660c","Mb3684c","conserved hypothetical protein","350 aa overlap",,,," 350 aa",," 350 aa ","conserved hypothetical protein"
"Rv3661","Mb3685","conserved hypothetical protein","287 aa overlap",,,," 287 aa",," 287 aa ","conserved hypothetical protein"
"Rv3662c","Mb3686c","conserved hypothetical protein","256 aa overlap",,,," 256 aa",," 256 aa ","conserved hypothetical protein"
"Rv3698","Mb3724","conserved hypothetical protein","509 aa overlap",,,," 509 aa",," 509 aa ","conserved protein"
"Rv3719","Mb3746","conserved hypothetical protein","470 aa overlap",,,," 470 aa",," 470 aa ","conserved protein"
"Rv3748","Mb3774","conserved hypothetical protein","119 aa overlap",,,," 119 aa",," 119 aa ","conserved hypothetical protein"
"Rv3770c","Mb3796c","conserved hypothetical protein","191 aa overlap",,,," 191 aa",," 191 aa ","hypothetical leucine rich protein"
"Rv3776","Mb3805","conserved hypothetical protein","519 aa overlap",,,," 519 aa",," 519 aa ","conserved hypothetical protein"
"Rv3796","Mb3825","conserved hypothetical protein","375 aa overlap",,,," 375 aa",," 375 aa ","conserved protein"
"Rv3813c","Mb3843c","conserved hypothetical protein","273 aa overlap",,,," 273 aa",," 273 aa ","conserved protein"
"Rv3822","Mb3852","conserved hypothetical protein","404 aa overlap",,,," 404 aa",," 404 aa ","conserved hypothetical protein"
"Rv3839","Mb3869","conserved hypothetical protein","258 aa overlap",,,," 258 aa",," 258 aa ","conserved hypothetical protein"
"Rv3860","Mb3890","conserved hypothetical protein","390 aa overlap",,,," 390 aa",," 390 aa ","conserved protein"
"Rv3900c","Mb3930c","conserved hypothetical protein","311 aa overlap",,,," 311 aa",," 311 aa ","conserved hypothetical alanine rich protein"
"Rv3909","Mb3939","conserved hypothetical protein","802 aa overlap",,,," 802 aa",," 802 aa ","conserved protein"
"Rv3920c","Mb3951c","conserved hypothetical protein","187 aa overlap",,,," 187 aa",," 187 aa ","conserved protein similar to jag protein"
"RvD1","Mb2047c","conserved hypothetical protein","-",,,," 225 aa",,"-","hypothetical protein"
"RvD1","Mb2048c","conserved hypothetical protein","-",,,," 298 aa ",,"-","hypothetical protein"
"RvD2","Mb1787","conserved hypothetical protein","945 aa overlap","mmpL14",,," 945 aa",,"945 aa","probable conserved transmembrane transport protein mmpl14"
"RVD2-ORF1","Mb1785c","conserved hypothetical protein","-",,,," 394 aa ",,"-","conserved hypothetical protein"
"RvD5","Mb3359c","conserved hypothetical protein","-",,,," 214 aa",,"-","hypothetical protein"
"RvD5","Mb3356","conserved hypothetical protein","-",,,," 116 aa ",,"-","hypothetical protein [first part]"
"RvD5","Mb3357","conserved hypothetical protein","-",,,," 128 aa ",,"-","hypothetical protein [second part]"
"Rv0094c","Mb0097c","conserved hypothetical protein","234 aa overlap",,,," 239 aa",," 239 aa ","conserved hypothetical protein"
"Rv0257","Mb0263","conserved hypothetical protein","72 aa overlap",,,," 72 aa",," 124 aa ","conserved hypothetical protein"
"Rv1046c","Mb1075c ","conserved hypothetical protein","174 aa overlap",,,,"197 aa",,"174 aa","conserved hypothetical protein"
"Rv1288","Mb1319","conserved hypothetical protein","403 aa overlap",,,," 405 aa ",,"456 aa","conserved protein"
"Rv1498A","Mb1536c","conserved hypothetical protein","63 aa overlap",,,," 63 aa",," 70 aa ","conserved protein"
"Rv1502","Mb1541","conserved hypothetical protein","189 aa overlap",,,," 189 aa",," 299 aa ","hypothetical protein [second part]"
"Rv1742","Mb1771","conserved hypothetical protein","220 aa overlap",,,," 221 aa",," 245 aa ","unknown protein"
"Rv2818c","Mb2842c","conserved hypothetical protein","303 aa overlap",,,," 303 aa",," 382 aa ","hypothetical protein"
"Rv3611","Mb3641","conserved hypothetical protein","173 aa overlap",,,," 180 aa",," 217 aa ","hypothetical arginine and proline rich protein"
"Rv3655c","Mb3679c","conserved hypothetical protein","99 aa overlap",,,," 99 aa",," 125 aa ","conserved hypothetical protein"
"Rv3836","Mb3866","conserved hypothetical protein","115 aa overlap",,,," 116 aa ",,"137 aa","conserved hypothetical protein"
"Rv3896c","Mb3926c","conserved hypothetical protein","249 aa overlap",,,," 288 aa ",,"302 aa","conserved hypothetical protein"
"Rv2660c","Mb2678c","conserved hypothetical protein","73 aa overlap",,,," 73 aa",," 75 aa ","hypothetical protein"
"Rv0071","Mb0072","information pathways","238 aa overlap",,,," 238 aa",," 235 aa ","possible maturase"
"5' end of Rv0570","Mb0585","information pathways","631 aa overlap","nrdZ",,," 710 aa",," 692 aa ","probable ribonucleoside-diphosphate reductase large subunit nrdz ribonucleotide reductase"
"Rv2572c","Mb2602c","information pathways","595 aa overlap","aspS",,," 611 aa",," 596 aa ","probable aspartyl-trna synthetase asps aspartate--trna ligase asprs aspartic acid translase"
"5' end of Rv0120c","Mb0125c","information pathways","108 aa overlap","fusA2a",,," 117 aa",," 714 aa ","probable elongation factor g fusa2a [first part] ef-g"
"3' end of Rv0120c","Mb0124c","information pathways","597 aa overlap","fusA2b",,," 597 aa",," 714 aa ","probable elongation factor g fusa2b [second part] ef-g"
"5' end of Rv0630c","Mb0647c","information pathways","868 aa overlap","recBa",,," 897 aa",," 1094 aa ","probable exonuclease v beta chain recba [first part] exodeoxyribonuclease v beta chainexodeoxyribonuclease v polypeptide"
"3' end of Rv0630c","Mb0646c","information pathways","234 aa overlap","recBb",,," 234 aa",," 1094 aa ","probable exonuclease v beta chain recbb [second part] exodeoxyribonuclease v beta chainexodeoxyribonuclease v polypeptide"
"the5' end of Rv1317c","Mb1351c","information pathways","78 aa overlap","alkAa",,," 78 aa",," 496 aa ","putative ada regulatory protein alkaa [first part] regulatory protein of adaptative response : methylated-dna--protein-cysteine methyltransferase o-6-methylguanine-dna alkyltransferase"
"the3' end of Rv1317c","Mb1350c","information pathways","416 aa overlap","alkAb",,," 416 aa",," 496 aa ","putative ada regulatory protein alkab [second part] regulatory protein of adaptative response : methylated-dna--protein-cysteine methyltransferase o-6-methylguanine-dna alkyltransferase"
"Rv3911","Mb3941","information pathways","168 aa overlap","sigMa",,," 196 aa ",,"222 aa","possible alternative rna polymerase sigma factor sigma [first part]"
"3' end of Rv3911","Mb3942","information pathways","62 aa overlap","sigMb",,," 62 aa",," 222 aa ","possible alternative rna polymerase sigma factor sigmb [second part]"
"Rv0001","Mb0001","information pathways","507 aa overlap","dnaA",,," 507 aa",," 507 aa ","chromosomal replication initiator protein dnaa"
"Rv0002","Mb0002","information pathways","402 aa overlap","dnaN",,," 402 aa",," 402 aa ","dna polymerase iii beta chain dnan dna nucleotidyltransferase"
"Rv0003","Mb0003","information pathways","385 aa overlap","recF",,," 385 aa",," 385 aa ","dna replication and repair protein recf single-strand dna binding protein"
"Rv0005","Mb0005","information pathways","714 aa overlap","gyrB",,," 714 aa",," 714 aa ","dna gyrase subunit b gyrb dna topoisomerase atp-hydrolysing dna topoisomerase ii type ii dna topoisomerase"
"Rv0006","Mb0006","information pathways","838 aa overlap","gyrA",,," 838 aa",," 838 aa ","dna gyrase subunit a gyra dna topoisomerase atp-hydrolysing dna topoisomerase ii type ii dna topoisomerase"
"Rv0058","Mb0059","information pathways","874 aa overlap","dnaB",,," 874 aa",," 874 aa ","probable replicative dna helicase dnab"
"Rv0233","Mb0238","information pathways","314 aa overlap","nrdB",,," 314 aa",," 314 aa ","ribonucleoside-diphosphate reductase beta chain nrdb ribonucleotide reductase small chain"
"Rv0429c","Mb0437c","information pathways","197 aa overlap","def",,," 197 aa",," 197 aa ","probable polypeptide deformylase def pdf formylmethionine deformylase"
"Rv0444c","Mb0452c","information pathways","232 aa overlap","rska",,," 232 aa",," 232 aa ","anti-sigma factor rska regulator of sigma k"
"Rv0629c","Mb0645c","information pathways","575 aa overlap","recD",,," 575 aa",," 575 aa ","probable exonuclease v alpha chain recd exodeoxyribonuclease v alpha chain exodeoxyribonuclease v polypeptide"
"Rv0631c","Mb0648c","information pathways","1097 aa overlap","recC",,," 1097 aa",," 1097 aa ","probable exonuclease v gamma chain recc exodeoxyribonuclease v gamma chainexodeoxyribonuclease v polypeptide"
"Rv0641","Mb0660","information pathways","235 aa overlap","rplA",,," 235 aa",," 235 aa ","50s ribosomal protein l1 rpla"
"Rv0723","Mb0744","information pathways","146 aa overlap","rplO",,," 146 aa",," 146 aa ","50s ribosomal protein l15 rplo"
"Rv0861c","Mb0884c","information pathways","542 aa overlap","ercc3",,," 542 aa",," 542 aa ","dna helicase ercc3"
"Rv0938","Mb0963","information pathways","759 aa overlap","ligd",,," 759 aa",," 759 aa ","atp dependent dna ligase ligd atp dependent polydeoxyribonucleotide synthase thermostable dna ligase atp dependent polynucleotide ligase sealase dna repair enzyme dna joinase"
"Rv1007c","Mb1034c","information pathways","519 aa overlap","metS",,," 519 aa",," 519 aa ","methionyl-trna synthetase mets metrs methionine--trna ligase"
"Rv1253","Mb1285","information pathways","563 aa overlap","deaD",,," 563 aa",," 563 aa ","probable cold-shock dead-box protein a homolog dead atp-dependent rna helicase dead homolog"
"Rv1340","Mb1375","information pathways","259 aa overlap","rphA",,," 259 aa",," 259 aa ","probable ribonuclease rpha rnase ph trna nucleotidyltransferase"
"Rv1364c","Mb1399c","information pathways","653 aa overlap",,,," 653 aa",," 653 aa ","possible sigma factor regulatory protein"
"Rv1365c","Mb1400c","information pathways","128 aa overlap","rsfa",,," 128 aa",," 128 aa ","anti-anti-sigma factor rsfa anti-sigma factor antagonist regulator of sigma f a"
"Rv1407","Mb1442","information pathways","457 aa overlap","fmu",,," 457 aa",," 457 aa ","probable fmu protein sun protein"
"Rv1536","Mb1563","information pathways","1041 aa overlap","ileS",,," 1041 aa",," 1041 aa ","isoleucyl-trna synthetase iles"
"Rv1630","Mb1656","information pathways","481 aa overlap","rpsA",,," 481 aa",," 481 aa ","30s ribosomal protein s1 rpsa"
"Rv1640c","Mb1667c","information pathways","1172 aa overlap","lysX",,," 1172 aa",," 1172 aa ","lysyl-trna synthetase 2 lysx"
"Rv1644","Mb1671","information pathways","260 aa overlap","tsnR",,," 260 aa",," 260 aa ","possible 23s rrna methyltransferase tsnr"
"Rv1649","Mb1676","information pathways","341 aa overlap","pheS",,," 341 aa",," 341 aa ","probable phenylalanyl-trna synthetasec alpha chain phes"
"Rv1650","Mb1677","information pathways","831 aa overlap","pheT",,," 831 aa",," 831 aa ","probable phenylalanyl-trna synthetasec beta chain phet"
"Rv1700","Mb1726","information pathways","207 aa overlap",,,," 207 aa",," 207 aa ","nudix hydrolase"
"Rv1981c","Mb2003c","information pathways","322 aa overlap","nrdF1",,," 322 aa",," 322 aa ","ribonucleoside-diphosphate reductase beta chain nrdf1 ribonucleotide reductase small subunit r2f protein"
"Rv2092c","Mb2119c","information pathways","906 aa overlap","helY",,," 906 aa",," 906 aa ","atp-dependent dna helicase hely"
"Rv2101","Mb2127","information pathways","1013 aa overlap","helZ",,," 1013 aa",," 1013 aa ","probable helicase helz"
"Rv2528c","Mb2557c","information pathways","306 aa overlap","mrr",,," 306 aa",," 306 aa ","probable restriction system protein mrr"
"Rv2533c","Mb2562c","information pathways","156 aa overlap","nusB",,," 156 aa",," 156 aa ","n utilization substance protein nusb nusb protein"
"Rv2555c","Mb2585c","information pathways","904 aa overlap","alaS",,," 904 aa",," 904 aa ","probable alanyl-trna synthetase alas alanine--trna ligase alanine translase alars"
"Rv2582","Mb2613","information pathways","308 aa overlap","ppiB",,," 308 aa",," 308 aa ","probable peptidyl-prolyl cis-trans isomerase b ppib cyclophilin ppiase rotamase peptidylprolyl isomerase"
"Rv2756c","Mb2777c","information pathways","540 aa overlap","hsdM",,," 540 aa",," 540 aa ","possible type i restriction/modification system dna methylase hsdm m protein dna methyltransferase"
"Rv2836c","Mb2861c","information pathways","439 aa overlap","dinF",,," 439 aa",," 439 aa ","possible dna-damage-inducible protein f dinf"
"Rv2845c","Mb2870c","information pathways","582 aa overlap","proS",,," 582 aa",," 582 aa ","probable prolyl-trna synthetase pros proline--trna ligase prors global rna synthesis factor proline translase"
"Rv2889c","Mb2913c","information pathways","271 aa overlap","tsf",,," 271 aa",," 271 aa ","probable elongation factor tsf ef-ts"
